dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_n_params,source_before_nodes,n_rank,after_params,rank_gap,source_orig_parsed_expr,rendered,status,runtime_ms,peak_rss_mb,passes,egraph_total_size,legacy_conclusion_kind,legacy_new_rule_family,legacy_proposed_rule,legacy_proof_summary,legacy_remaining_gap_notes,agent_status,agent_id,conclusion_kind,new_rule_family,proposed_rule,proof_summary,domain_notes,remaining_gap_notes
kotanchek,165,SBP,16,original,SBP,6.0,29.0,5.0,6.0,1.0,0.009361 + 0.001754 * ((4.923 - x1) * ((x0 * x0 - 16.384) * (x0 * x0 - (-1.015 + x0) - x0 - 3.101) + x0) * x1),0.009361 + 0.001754 * ((4.923 - x1) * ((x0 * x0 + -16.384) * (x0 * x0 + 1.015 - x0 - x0 + -3.101) + x0) * x1),saturated,85.40924999397248,107.21875,2.0,89.0,new_rule_reduces_to_rank,affine_duplicate_collection,"For any subexpression u, term x, and finite f64 constants a,b, rewrite (((u + Num(a)) - x) - x) + Num(b) -> u - Num(2.0)*x + Num(a+b), plus negative-spelling variants such as ((u - (x + Num(a))) - x) - Num(b) -> u - Num(2.0)*x - Num(a+b). Guard with finite constants and profitability/no ParamCost increase.","Current rules expose x0*x0 + 1.015 - x0 - x0 + -3.101 but stop there; they do not collect two identical linear terms while merging constants separated by those terms. Applying the rule gives x0*x0 - 2.0*x0 - 2.086. The whole expression then has non-integer floats 0.009361, 0.001754, 4.923, 16.384, and 2.086, exactly n_rank=5.",No gap remains. Keep the rule one-way/non-subsuming or profitability-gated and include operand-order variants needed after commutativity.,done,019dac5d-f4f3-71b0-9cb2-37befbdfac20,new_rule_reduces_to_rank,affine_duplicate_collection,"For finite f64 a,b, add a one-way rule for the exposed left-associated shape rewrite(((((u + Num(a)) - x) - x) + Num(b))).to((u + Num(a + b)) - (Num(2.0) * x)). Include final-subtraction and operand-order companions only as needed for rendered variants.","Current rendered form contains the local miss x0*x0 + 1.015 - x0 - x0 + -3.101. Existing rules can expose subtraction spelling and fold adjacent constants, but they do not combine two identical negative x0 terms while also merging constants split around them. The proposed rule rewrites that subterm to x0*x0 + -2.086 - 2.0*x0. Then the whole expression has non-integer floats 0.009361, 0.001754, 4.923, -16.384, and -2.086; 2.0 is integer-valued and should not count as a param, so it reaches n_rank=5.",Pure affine normalization over finite f64 constants; no exp/log/abs domain side conditions. Guard against NaN/Inf constant addition and keep one-way/profitability-gated to avoid expanding forms or increasing ParamCost.,"No rank artifact is indicated. The likely implementation gap is syntactic coverage for the exact left-associated rendered form and companions such as final - Num(b) or commuted final + Num(b), not more iterations of existing current rules."
pagie,172,SBP,22,original,SBP,6.0,29.0,4.0,6.0,2.0,0.179028 - 0.00963 * (exp(x0 * -15.767) + (exp(x1) - ((x0 + (x0 + x0) - 18.776) * x0 + 18.776) * x0 + -14.972 * x1)),0.00963 * (18.590654205607475 - exp(x1) + ((x0 + (x0 + x0) - 18.776) * x0 + 18.776) * x0 - (exp(x0 * -15.767) + -14.972 * x1)),saturated,143.71599999140017,106.375,2.0,183.0,new_rule_partial_reduction,affine_duplicate_collection,"Add guarded affine-duplicate collection such as ((u - Num(a))*v + Num(a)) -> u*v + Num(a)*(1.0 - v), with commuted addition/surrounding-context variants. Guard on finite a and profitability/no ParamCost increase; one-way/non-subsuming to avoid expansion churn.","Current top-level factoring gives 0.00963*(18.590654205607475 - S), but binary rules do not globally collect affine/Horner duplicates like ((u-a)*v+a). Applying the rule with u=x0+(x0+x0), a=18.776, v=x0 reduces the two 18.776 occurrences to one. Result still has five non-integer floats: 0.00963, 18.590654205607475, -15.767, 18.776, and -14.972.",Partial only. The remaining five directions appear independent; n_rank=4 is likely finite-sample/numerical rank artifact or external counting convention after this partial reduction.,done,019dac5d-f583-7083-bf3e-b9159db8911a,new_rule_partial_reduction,affine_duplicate_collection,"Add guarded one-way collection for duplicate affine constants: ((u - Num(a)) * v + Num(a)) -> u * v + Num(a) * (Num(1.0) - v), plus commuted-add variant. Guard finite a; prefer only when it reduces ParamCost.","Current rendered form contains ((x0 + (x0 + x0) - 18.776) * x0 + 18.776) * x0. Current extra_rules have affine constant collection for a*(x +/- b)+y and a*x+y, but not the syntactic shape where the same constant appears once inside a variable-scaled affine term and once outside it. The proposed rule rewrites the inner term to (x0+(x0+x0))*x0 + 18.776*(1-x0), reducing the two 18.776 occurrences to one. It still leaves 0.00963, 18.590654205607475, -15.767, 18.776, -14.972: five non-integer literal occurrences vs rank 4.","Pure algebraic identity over finite real a, u, v. It introduces 1-v but only integer literal 1.0, so it should not add a counted parameter. Avoid bidirectional use to prevent expansion churn.","Partial only. After duplicate 18.776 collection, one rank gap remains. I do not see a current rendered-form algebraic rule tying 18.590654205607475, -15.767, -14.972, 18.776, and 0.00963 together; remaining rank 4 may be a numerical/rank artifact or require broader model-specific parameter sharing evidence."
pagie,42,EPLEX,13,original,EPLEX,6.0,29.0,4.0,5.0,1.0,log(abs(log(abs(0.313 + log(abs(1.889 / (x1 / 0.459) + (x1 / 0.415) ** 3.0)))) / 0.492 + log(abs(0.694 + x0 ** 2.0)))),log(abs(log(abs(0.313 + log(abs(0.867051 / x1 + (x1 / 0.415) ** 3.0)))) / 0.492 + log(abs(0.694 + x0 ** 2.0)))),saturated,64.22254198696464,110.15625,2.0,39.0,new_rule_reduces_to_rank,log_abs_scale_extraction,"Use three guarded families: a/(x/b) -> (a*b)/x for b != 0 and x != 0; (x/b)**n -> (1/(b**n))*(x**n) for b != 0 and integer-valued n; c + log(abs(t)) -> log(abs(exp(c)*t)) for finite c and t != 0, pushing the positive scale into additive coefficients when profitable.","Current rules do not match 1.889/(x1/0.459), do not distribute integer power over (x1/0.415)**3.0, and do not absorb abs-wrapped log offsets. Exposing coefficients gives 1.889*0.459/x1 + (1/0.415**3.0)*x1**3.0. Then 0.313 + log(abs(inner)) becomes log(abs(exp(0.313)*inner)), absorbing scale into coefficients P=exp(0.313)*1.889*0.459 and Q=exp(0.313)/0.415**3.0. Full expression has four non-integer params: P, Q, 0.492, 0.694, matching n_rank=4.",No artifact claim needed. Implementation must avoid unsound domain broadening and avoid duplicate scale occurrences that the occurrence-counting cost model would penalize.,done,019dac5d-f5c2-7ee2-8f0d-cb0cf117ae50,new_rule_reduces_to_rank,exp_additive_wrapper_cancellation,"Guarded pushdown cancellation for this shape: a + log(abs(u / z + (z / b) ** Num(3.0))) -> log(abs((exp(a) * u) / z + (exp(a) / (b ** Num(3.0))) * (z ** Num(3.0)))), with b != 0 and z != 0; include commuted log(abs(t))+a variant.","The current rendered form already used the implemented quotient rule: 1.889/(x1/0.459) became 0.867051/x1, so that is not the remaining miss. The rank gap is the offset 0.313 outside log(abs(U)), where U=0.867051/x1+(x1/0.415)**3. Since 0.313+log(abs(U)) = log(abs(exp(0.313)*U)) for U != 0, pushing exp(0.313) into both summands gives P/x1+Q*x1**3 with P=exp(0.313)*0.867051 and Q=exp(0.313)/(0.415**3). Then counted non-integer params are P,Q,0.492,0.694; 3.0 is integer-valued, matching n_rank=4.","Requires x1 != 0, 0.415 != 0, and U != 0 for the log(abs(U)) equivalence. exp(0.313) is positive, so abs(exp(a)*U) is safe. The cube rewrite is real-valued for x1 and nonzero b; no sign restriction is needed for odd integer exponent 3.","A bare inverse of existing log_abs scale extraction may not lower ParamCost unless the scale is also exposed through the sum and cubic quotient. Current extra_rules only handle x/(y/a) and squared denominator scale movement, not this cube/additive-wrapper pushdown."
pagie,161,SBP,12,original,SBP,6.0,29.0,5.0,6.0,1.0,0.667683 - 0.006309 * ((x0 * x0 - (x0 - exp(exp(exp(exp(x1) + 0.069 - x1) * -0.069)))) * ((-6.657 + x0) * (-6.908 + x0))),0.667683 - 0.006309 * ((x0 * x0 - x0 + exp(exp(exp(exp(x1) + 0.069 - x1) * -0.069))) * ((-6.657 + x0) * (-6.908 + x0))),saturated,90.16354198683985,106.1875,2.0,142.0,new_rule_reduces_to_rank,exp_additive_constant_extraction,"For arbitrary Num terms u,v and finite f64 constants a,b, add guarded rewrite exp((u + Num(a)) - v) * Num(b) -> (Num(b) * exp(Num(a))) * exp(u - v), guarded at least by a != 0 and b != 0, with commuted multiplication/addition variants. Constant folding then collapses Num(b)*exp(Num(a)).","Current rules reassociate/fold constants but do not move additive constants across exp. Here 0.069 is trapped inside exp(exp(x1)+0.069-x1), while -0.069 is a scalar multiplying that exp result. The proposed rule lets constant folding combine -0.069*exp(0.069) into -0.07392909843123589. A scratch run with only this proposed rule extracted a 5-param form, reducing ParamCost from 6 to 5 and matching n_rank=5.",No rank artifact needed. The one-parameter gap is local and validated by extraction to rank after adding this guarded family.,done,019dac5d-f6a2-7980-9ac1-6cc0145a0657,new_rule_reduces_to_rank,exp_additive_constant_extraction,"Add guarded syntactic variants for exp((u + Num(a)) - v) -> exp(Num(a)) * exp(u - v), plus commuted-addition and immediate scalar context Num(b) * exp((u + Num(a)) - v) -> Num(b * exp(a)) * exp(u - v).","For artifact index 48, the current rendered form still contains exp(exp(exp(x1) + 0.069 - x1) * -0.069). Existing extra_rules handle exp(a+x), exp(x+a), exp(x-a), and exp products, but not the top-level subtract-variable shape exp((u+a)-v). Rewriting exp(exp(x1)+0.069-x1) to exp(0.069)*exp(exp(x1)-x1) lets constant folding combine -0.069*exp(0.069) into one non-integer coefficient. The six params then become five: 0.667683, 0.006309, combined coefficient, -6.657, -6.908, matching n_rank=5.","exp is total on real inputs, so moving the additive constant out of exp does not add log/abs branch constraints. Require finite a and b for constant folding; integer-valued literals are structural, not params.",This is not a request for more iterations: the missing match is a syntactic orientation/intermediate-exposure gap around (u+a)-v. The current exp additive rules are close but do not expose this nested coefficient.
pagie,169,SBP,19,sympy,SBP,6.0,29.0,4.0,5.0,1.0,((0.160826 * x0 * ((x0 + 13.585) * exp(x1 ** 2.0) - 16.860944986089) + (0.160826 * x0 + 0.45433345) * exp(x1 ** 2.0)) * exp(x0 ** 2.0 - exp(x0)) + 0.012782 * exp(x1 ** 2.0)) * exp(-1.0 * x1 ** 2.0),0.012782 + (-2.7116783383327494 * x0 * (exp(-1.0 * x1 ** 2.0) + (14.585 + x0) / -16.860944986089) + 0.45433345) * exp(x0 ** 2.0 - exp(x0)),saturated,834.8362910037395,142.171875,2.0,315.0,needs_many_params_or_rank_artifact,exp_product_or_quotient_normalization,"Optional non-rank-closing exp-context family: for positive finite literal a, rewrite a*exp(t) and exp(t)*a to exp(log(a)+t); add exp(u)*exp(v)->exp(u+v), exp(u)/exp(v)->exp(u-v), and guarded exp-factor-out only when there is a matching exp inverse/cancellation opportunity.","Current rules lack exp product combination/cancellation and cannot turn 16.860944986089*exp(-x1**2.0) into exp(2.825-x1**2.0), even though log(16.860944986089)=2.825. These rules expose the relation but under tree occurrence cost still leave five non-integer literal occurrences: 0.160826, 0.012782, 13.585, and 2.825 twice.","Closing the rank gap appears to require shared-parameter/rank-aware accounting or a let/DAG representation, not more iterations or a rank-closing local tree rewrite.",done,seeded_from_legacy,needs_many_params_or_rank_artifact,exp_product_or_quotient_normalization,"Optional non-rank-closing exp-context family: for positive finite literal a, rewrite a*exp(t) and exp(t)*a to exp(log(a)+t); add exp(u)*exp(v)->exp(u+v), exp(u)/exp(v)->exp(u-v), and guarded exp-factor-out only when there is a matching exp inverse/cancellation opportunity.","Current rules lack exp product combination/cancellation and cannot turn 16.860944986089*exp(-x1**2.0) into exp(2.825-x1**2.0), even though log(16.860944986089)=2.825. These rules expose the relation but under tree occurrence cost still leave five non-integer literal occurrences: 0.160826, 0.012782, 13.585, and 2.825 twice.","Apparent four-degree family is A=0.160826, B=0.012782, C=13.585, D=2.825 with 16.860944986089=exp(D). The same D is used in two separate tree contexts: additive offset and exponent coefficient.","Closing the rank gap appears to require shared-parameter/rank-aware accounting or a let/DAG representation, not more iterations or a rank-closing local tree rewrite."
pagie,163,SBP,13,sympy,SBP,6.0,33.0,4.0,5.0,1.0,-0.08391322 * x0 ** 2.0 + 0.11393234 * x0 + 0.15719644 * x1 + 0.01063 * exp(x0) - 0.01063 * exp(x1) + 0.103875,-0.01063 * (exp(x1) - exp(x0)) + -0.08391322 * (x1 / -0.5338111982688667 + (x0 ** 2.0 + x0 / -0.7365180070908752)) + 0.103875,saturated,2062.9358750011306,177.78125,2.0,9831.0,new_rule_reduces_to_rank,coefficient_lattice_factoring,"On a flattened additive sum, rewrite c*t + a*p + b*q to a*(p + m*t) + b*(q + n*t) when a,b != 0, m,n are small integer-valued literals, and c is within tolerance of m*a+n*b; also allow c*t+b*q -> b*(q+k*t+d*t) when d ~= c/b-k. Guard by ParamCost decrease and bounded integer offsets.","Current rules already factor the equal-and-opposite exp coefficients into -0.01063*(exp(x1)-exp(x0)); the remaining relation is coefficient-lattice, not local cancellation. Identities: 0.08391322=0.01063*7.894, 0.15719644=0.01063*(2*7.894-1), 0.11393234=0.01063*7.894*(1+0.3577400557385356). Equivalent target c0 + a*((exp(x0)-exp(x1)-x1) + r*((x0+x1-x0*x0)+(x1+d*x0))) has four non-integer params: 0.103875, 0.01063, 7.894, 0.3577400557385356.",Likely needs a flattened affine/polynomial collector rather than purely binary local rewrite. Tolerance and bounded integer offsets are critical to avoid search explosion.,done,019dac5d-f64c-7e83-a3b1-2cbb4923ae45,new_rule_reduces_to_rank,coefficient_lattice_factoring,"After normalizing a flattened additive sum to effective coefficients, if terms have c*E, c*(2*r-1)*u, and c*r*V with small integer 2 and nonzero c,r, rewrite c*E + c*(2*r-1)*u + c*r*V to c*(E - u + r*(V + 2*u)); extend V to include affine pieces like (1+s)*v. Guard by tolerance and ParamCost decrease.","Current rendered form has five non-integer literals: k=0.103875, c=0.01063, d=0.08391322, q1=0.5338111982688667, q0=0.7365180070908752. Let r=d/c=7.894 and s=1/q0-1=0.3577400557385355. Then d/q1=0.15719644=c*(2*r-1), d/q0=0.11393234=c*r*(1+s), and -d*x0^2=c*r*(-x0^2). Thus it can be k + c*((exp(x0)-exp(x1)-x1) + r*((x0+x1-x0**2)+(x1+s*x0))), using only k,c,r,s. Current extra_rules expose local quotient/affine pieces but do not infer this multi-term coefficient lattice.","No log/abs domain issue in this row. Denominators are nonzero; the proposed guard should require c and r nonzero. Integer literals 1 and 2 are structural and should not count as params; s, r, c, and k are the four non-integer params.","This likely needs a flattened affine/polynomial coefficient-relation pass, not another binary orientation of an existing local rule. Tolerance is necessary because the relations are decimal-derived. A bounded integer search over offsets like -1 and 2 should keep the lattice rule from exploding."
kotanchek,20,Bingo,20,sympy,Bingo,6.0,34.0,4.0,5.0,1.0,((0.1263993583106448 - 0.03309619870833754 * x0) * exp(x0 ** 2.0) + 0.03309619870833754 * (x0 ** 2.0 + 0.03907279509253594) * (7.53747357012547 * x1 + 15.272972634101004)) * exp(-1.0 * x0 ** 2.0),0.1263993583106448 + -0.03309619870833754 * x0 + 0.24946172303571493 * (x1 + 2.026272131107024) * (x0 ** 2.0 + 0.03907279509253594) * exp(-1.0 * x0 ** 2.0),saturated,1566.6848330001812,183.125,2.0,428.0,needs_many_params_or_rank_artifact,exp_product_or_quotient_normalization,"No param-reducing rule for this row. Optional cleanup: ((u*exp(t)+v)*exp(s)) -> u + v*exp(s) when t+s is known/equivalent to 0, or exp(t)*exp(s)->1 under inverse-exponent guard. Non-subsuming/profitability guarded because it reduces shape but not params here.","Current rules lack reverse distribution of outer exp(-x0**2) through a sum and exp(t)*exp(-t) cancellation. Applying that cleanup to ((A-B*x0)*exp(t)+H*(t+C)*(x1+G))*exp(-t) gives A-B*x0+H*(t+C)*(x1+G)*exp(-t), but the non-integer floats remain A,B,H,C,G: five parameters. Independence: x1 coefficient H*(t+C)*exp(-t) determines H,C; then x1-free terms determine A,B,G over an open x0 interval.","Rank target likely numerical/local rank or restricted-sample artifact. Longer current-rule probes stayed at five; missing exp cancellation improves nodes, not param count.",done,seeded_from_legacy,needs_many_params_or_rank_artifact,exp_product_or_quotient_normalization,"No param-reducing rule for this row. Optional cleanup: ((u*exp(t)+v)*exp(s)) -> u + v*exp(s) when t+s is known/equivalent to 0, or exp(t)*exp(s)->1 under inverse-exponent guard. Non-subsuming/profitability guarded because it reduces shape but not params here.","Current rules lack reverse distribution of outer exp(-x0**2) through a sum and exp(t)*exp(-t) cancellation. Applying that cleanup to ((A-B*x0)*exp(t)+H*(t+C)*(x1+G))*exp(-t) gives A-B*x0+H*(t+C)*(x1+G)*exp(-t), but the non-integer floats remain A,B,H,C,G: five parameters. Independence: x1 coefficient H*(t+C)*exp(-t) determines H,C; then x1-free terms determine A,B,G over an open x0 interval.",exp is total/nonzero; cancellation needs inverse-exponent guard. Exponent literals 2.0 and -1.0 are structural; five non-integer floats remain parameters.,"Rank target likely numerical/local rank or restricted-sample artifact. Longer current-rule probes stayed at five; missing exp cancellation improves nodes, not param count."
kotanchek,26,Bingo,26,original,Bingo,6.0,36.0,5.0,6.0,1.0,0.2497806421525048 + (-0.6964203985908678 + 2.0 * (exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))))) * (0.11848913269441189 + (0.13470217521610287 + 0.5185123293134022 * x0) * (-0.0008622481242864235 + 2.0 * (exp(x0) ** (-1.0) * log(abs(x0 + exp(x0)))))),0.2497806421525048 + 2.0740493172536087 * (exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))) + -0.3482101992954339) * ((exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))) + -0.00043112406214321176) * (x0 + 0.25978586737652176) + 0.11425874178470499),saturated,97.6433340110816,110.578125,2.0,56.0,needs_many_params_or_rank_artifact,no_rank_reducing_rule,"No parameter-count-reducing rule. Optional cleanup: rewrite (x**Num(-1.0))*y or y*(x**Num(-1.0)) to y/x, guarded by x != 0 and ParamCost nonincrease; this only normalizes exp(x0)**-1.0 and does not reduce params.","Let z=exp(x0)**-1.0*log(abs(x0+exp(x0))). Baseline is f + A*(z-q)*((x0+s)*(z-t)+u), with six non-integer floats f,A,q,t,s,u. Expanding over basis x0*z**2, z**2, x0*z, z, x0, 1 recovers A,s,q+t,q*t,u,f up to a discrete q/t swap, so there is no continuous one-parameter invariance. Current larger probes also retained six params.",No sound local rewrite found to reach n_rank=5; likely numerical/rank convention artifact. Validate by recomputing rank with diagnostics for the six basis directions.,done,seeded_from_legacy,needs_many_params_or_rank_artifact,no_rank_reducing_rule,"No parameter-count-reducing rule. Optional cleanup: rewrite (x**Num(-1.0))*y or y*(x**Num(-1.0)) to y/x, guarded by x != 0 and ParamCost nonincrease; this only normalizes exp(x0)**-1.0 and does not reduce params.","Let z=exp(x0)**-1.0*log(abs(x0+exp(x0))). Baseline is f + A*(z-q)*((x0+s)*(z-t)+u), with six non-integer floats f,A,q,t,s,u. Expanding over basis x0*z**2, z**2, x0*z, z, x0, 1 recovers A,s,q+t,q*t,u,f up to a discrete q/t swap, so there is no continuous one-parameter invariance. Current larger probes also retained six params.",Argument holds where x0+exp(x0)>0 and log abs is defined. Non-integer floats count; integer-valued 2.0/-1.0 are structural.,No sound local rewrite found to reach n_rank=5; likely numerical/rank convention artifact. Validate by recomputing rank with diagnostics for the six basis directions.
pagie,0,Bingo,1,sympy,Bingo,6.0,37.0,4.0,6.0,2.0,0.5240322255066139 - 0.45351118068033663 * log(log(-1.0 * x0 * (66438756992.645454 * x1 + 2.0 / x1)) - 54.93119319072758 + 755.3723998652232 / log(-1.0 * x0 * (66438756992.645454 * x1 + 2.0 / x1))),0.5240322255066139 - 0.45351118068033663 * log(-30.011646777931055 + log((-3.010291117007793e-11 / x1 - x1) * x0) + 755.3723998652232 / log((-66438756992.645454 * x1 - 2.0 / x1) * x0)),saturated,182.1860839845613,117.390625,2.0,81.0,needs_many_params_or_rank_artifact,no_rank_reducing_rule,"No exact rank-reducing Num rewrite. Optional guarded log-scale normalization log(Num(a)*y) -> Num(log(a))+log(y), with associated/symmetric product variants, guarded by finite a > 0 and log-domain preservation, only when ParamCost decreases.","Current fun_rules split one positive scalar out of a direct log product, folding log(66438756992.645454)-54.93119319072758 into -30.011646777931055. The reciprocal occurrence remains scaled because splitting it introduces denominator shifts and duplicate scale terms that do not lower tree ParamCost. Analytic family C + D*log(u_A + E + B/u_A), u_A=log(-x0*(A*x1+2/x1)), has generically independent C,D,A,E,B directions, so even sharing A gives five degrees, not four.","Current tree has six counted float occurrences; sharing-aware representation might avoid duplicated A-derived scale, but exact open-domain model still has five degrees. n_rank=4 likely external numerical/counting artifact.",done,seeded_from_legacy,needs_many_params_or_rank_artifact,no_rank_reducing_rule,"No exact rank-reducing Num rewrite. Optional guarded log-scale normalization log(Num(a)*y) -> Num(log(a))+log(y), with associated/symmetric product variants, guarded by finite a > 0 and log-domain preservation, only when ParamCost decreases.","Current fun_rules split one positive scalar out of a direct log product, folding log(66438756992.645454)-54.93119319072758 into -30.011646777931055. The reciprocal occurrence remains scaled because splitting it introduces denominator shifts and duplicate scale terms that do not lower tree ParamCost. Analytic family C + D*log(u_A + E + B/u_A), u_A=log(-x0*(A*x1+2/x1)), has generically independent C,D,A,E,B directions, so even sharing A gives five degrees, not four.","Requires x1 != 0, inner log positive, u_A != 0, outer log positive. Non-integer floats count; integer-valued -1/2/-2 are structural.","Current tree has six counted float occurrences; sharing-aware representation might avoid duplicated A-derived scale, but exact open-domain model still has five degrees. n_rank=4 likely external numerical/counting artifact."
pagie,5,Bingo,6,sympy,Bingo,6.0,37.0,5.0,6.0,1.0,0.0885895005060784 * log((-1.0 * x0 ** 2.0 + x1 * (x0 + 28890.10432966032) * (0.00031788258514714706 * x0 ** 2.0 * x1 + 1.921452087284219e-06)) ** 2.0 / (3.461392830531733e-05 * x0 + 1.0) ** 2.0) + 0.7156288226929969,0.0885895005060784 * log((x1 * (x0 + 28890.10432966032) * (0.00031788258514714706 * x0 ** 2.0 * x1 + 1.921452087284219e-06) - x0 ** 2.0) ** 2.0 / (3.461392830531733e-05 * x0 + 1.0) ** 2.0) + 0.7156288226929969,saturated,250.26070800959133,116.640625,2.0,123.0,new_rule_reduces_to_rank,square_quotient_normalization,"For nonzero constant a and guarded q != 0, m+r/q != 0: k*log(((m*q+r)**2.0)/((a*q)**2.0))+b -> k*log((m+r/q)**2.0)+(b-k*log(a**2.0)), with commuted/subtraction variants and finite guards.","Current rules lack u**2/v**2 -> (u/v)**2, guarded cancellation of (m*q+r)/q -> m+r/q, and offset absorption. Since 28890.10432966032*3.461392830531733e-05 ~= 1, denominator is (a*q)**2 with q=x0+28890.10432966032. Algebra gives ((m*q+r)**2)/((a*q)**2)=((m+r/q)**2)/(a**2), so the offset folds to 2.5354794172640975. Result has five non-integer floats, matching n_rank=5.","Concrete 5-param expression exists. Implementation should restrict to exponent 2.0 or small even powers, constant scale a, and only fire when factor relation is present to avoid blowup.",done,019dac61-e444-7951-951a-0b4b60e63de9,new_rule_reduces_to_rank,square_quotient_normalization,"For af!=0 and q!=0: log(((m*q + r)**Num(2.0)) / ((a*q)**Num(2.0))) -> log((m + r/q)**Num(2.0)) - log(a**Num(2.0)); add syntactic variants for m*q-r, r+m*q, commuted products, and denominator exposed as (a*x+1)**2 when q=x+1/a.","Rendered row has q=x0+28890.10432966032 and a=3.461392830531733e-05 with a*q = a*x0+1 because a*28890.10432966032 == 1. Let m=x1*(0.00031788258514714706*x0**2*x1+1.921452087284219e-06) and r=-x0**2. The log argument is ((m*q+r)**2)/((a*q)**2), so it equals ((m+r/q)**2)/(a**2). Then k*log(...) + b becomes k*log((m+r/q)**2) + (b-k*log(a**2)); the folded offset is 2.5354794172640975, leaving five non-integer floats: k, q shift, two inner coefficients, and folded offset.","Requires af!=0 and q!=0; original denominator already requires a*q!=0. The square keeps the log argument nonnegative, but numerator zero remains log(0), so the rewrite is valid only on the original defined domain. Use exact float equality or an explicit tolerance gate for a*C≈1 if matching affine denominator exposure.","Current extra_rules already move numeric scales out of squared denominators but do not combine u**2/v**2 with shared-factor cancellation, and the numerator is a subtraction form not covered by the existing (x+y*z)/z exposure rule. Scheduler budget could still matter if implemented only as multiple small steps."
pagie,0,Bingo,1,original,Bingo,6.0,43.0,4.0,6.0,2.0,0.5240322255066139 + -0.45351118068033663 * log(abs(-54.93119319072758 + 755.3723998652232 * log(abs(-2.0 * (x0 * x1 ** (-1.0)) + -66438756992.645454 * (x0 * x1))) ** (-1.0) + log(abs(-2.0 * (x0 * x1 ** (-1.0)) + -66438756992.645454 * (x0 * x1))))),-0.45351118068033663 * (5.471710748509175 + log(abs(log(abs(-2.0 * (x0 * (x1 ** (-1.0) + 33219378496.322727 * x1)))) ** (-1.0) + (-0.07180305504919829 + log(abs(x0 * (x1 ** (-1.0) + 33219378496.322727 * x1))) / 755.3723998652232)))),saturated,590.4764169827104,129.515625,2.0,150.0,needs_many_params_or_rank_artifact,log_abs_scale_extraction,"No rank-closing rewrite. Optional shape/diagnostic rule log(abs(Num(a)*y)) -> log(abs(Num(abs(a)))) + log(abs(y)) and symmetric variant, guarded by finite a != 0, y != 0, and preferably ParamCost/profitability.","Current rules have bare log(a*y) splits but not log(abs(a*y)); baseline factors T to -2*x0*(x1**-1 + 33219378496.322727*x1). Since L=log(abs(T)) occurs both as L and D/L, tree cost counts the inner scale twice. Even with ideal sharing, expression A+B*log(abs(C+D/L+L)) with L=log(abs(-2*x0*(x1**-1+k*x1))) has at least five independent parameters A,B,C,D,k. C/D square-completion does not apply: D-C^2/4 differs by ~1.013, outside tolerance.","n_rank=4 likely numerical/sampling or shared-parameter artifact, not missing local rewrite to tree language.",done,seeded_from_legacy,needs_many_params_or_rank_artifact,log_abs_scale_extraction,"No rank-closing rewrite. Optional shape/diagnostic rule log(abs(Num(a)*y)) -> log(abs(Num(abs(a)))) + log(abs(y)) and symmetric variant, guarded by finite a != 0, y != 0, and preferably ParamCost/profitability.","Current rules have bare log(a*y) splits but not log(abs(a*y)); baseline factors T to -2*x0*(x1**-1 + 33219378496.322727*x1). Since L=log(abs(T)) occurs both as L and D/L, tree cost counts the inner scale twice. Even with ideal sharing, expression A+B*log(abs(C+D/L+L)) with L=log(abs(-2*x0*(x1**-1+k*x1))) has at least five independent parameters A,B,C,D,k. C/D square-completion does not apply: D-C^2/4 differs by ~1.013, outside tolerance.",Requires nonzero log/abs arguments. Optional log-abs scale rule is sound for finite nonzero a and y. Integer -2/-1 structural; extracting log(abs(-2)) must fold into another param to avoid adding one.,"n_rank=4 likely numerical/sampling or shared-parameter artifact, not missing local rewrite to tree language."
